CODE,TITLE
7562,ТУЛА-ВЯЗЕМСКАЯ                        
6183,ХОМЯКОВО                              
1595,БАЙДИКИ                               
2932,РЕВЯКИНО                              
9796,БАРАНОВО                              
6234,ШЕМЕТОВО                              
5591,ЯСНОГОРСК                             
6725,ПЛАТФОРМА 153 КМ                      
9101,ШУЛЬГИНО                              
9345,ПАХОМОВО                              
8462,ОСТ. ПУНКТ 132 КМ                     
2837,ТАРУССКАЯ                             
9828,РОМАНОВСКИЕ ДАЧИ                      
6568,ПРИОКСКАЯ                             
1627,ОСТ. ПУНКТ 107 КМ                     
6226,НЕКРАСОВО                             
7856,ОБИДИМО                               
1414,МАЛАХОВО                              
6175,ТЕСНИЦКОЕ                             
3990,ОСТ. ПУНКТ 275 КМ                     
4635,СУХОДОЛ                               
5091,ОСТ. ПУНКТ 238 КМ                     
7022,РЮРИКОВО                              
6185,АЛЕКСИН                               
6570,ПЛАТФОРМА 232 КМ                      
4693,ЭНЕРГЕТИК                             
3515,ОСТ. ПУНКТ 224 КМ                     
6364,СРЕДНЯЯ                               
4999,КРИВОЛУЧЬЕ                            
7295,ОСТ. ПУНКТ 309 КМ                     
3836,ОСТ. ПУНКТ 313 КМ                     
4608,ПРИСАДЫ                               
8159,ОСТ. ПУНКТ 318 КМ                     
7606,ШАТ                                   
7528,ОСТ. ПУНКТ 329 КМ                     
4705,ОБОЛЕНСКОЕ                            
1907,ШВАРЦ                                 
9049,ДЕДИЛОВО                              
5085,БЕРНИКИ                               
7309,ОСТ. ПУНКТ 141 КМ                     
5241,ОСТ. ПУНКТ 147 КМ                     
4195,СТОРОЖЕВОЕ                            
1449,УПА                                   
6912,БАТЬКОВО                              
4592,КРУШМА                                
7352,ОСТ. ПУНКТ 115 КМ                     
6776,ХАНИНО                                
6613,ЗБРОДОВО                              
9533,ПЛАТФОРМА 88 КМ                       
4707,БАЛЕВО                                
1485,ПЛАТФОРМА 81 КМ                       
1697,ЧЕРЕПЕТЬ                              
2545,ЧЕКАЛИН                               
1131,МЫШБОР                                
1319,ШЕПЕЛЕВО                              
5011,ТУПИК                                 
9978,ОСТ. ПУНКТ 326 КМ                     
9094,СЛАГОВИЩИ                             
2504,ОСТ. ПУНКТ 311 КМ                     
3621,КИРЕЕВСКАЯ                            
7122,ОСТ. ПУНКТ 303 КМ                     
9242,ИШУТИНО                               
1164,ОСТ. ПУНКТ 293 КМ                     
9019,ОСТ. ПУНКТ 298 КМ                     
3938,БЕЛЕВ                                 
6289,МАНАЕНКИ                              
3794,РАХЛЕЕВО                              
1138,АРСЕНЬЕВО                             
7657,ГРЕМЯЧКА                              
3235,ИСТЬИНО                               
1336,ОСТАНОВОЧНЫЙ ПУНКТ 225 КМ             
2447,ОСТАНОВОЧНЫЙ ПУНКТ 221 КМ             
2821,ОСТАНОВОЧНЫЙ ПУНКТ 239 КМ             
9370,ВЕЖЕНКА                               
3609,ЯСНАЯ ПОЛЯНА                          
2681,КАЗНАЧЕЕВКА                           
4378,ЩЕКИНО                                
9950,ЖИТОВО                                
8769,ПРИВОЛЬЕ                              
3303,ЛАЗАРЕВО                              
3890,СУМАРОКОВО                            
5672,АГРОЛЕС                               
1821,ПЛАВСК                                
7793,МОЛОЧНЫЕ ДВОРЫ                        
9408,САМОЗВАНОВКА                          
6880,ДЕВЯТОЕ ЯНВАРЯ                        
7462,ОВСЯНАЯ                               
3161,ГОРБАЧЕВО                             
6245,ПЛЕТНЕВО                              
2280,СКУРАТОВО                             
7095,ОСТ. ПУНКТ 289 КМ                     
9774,ВЫПОЛЗОВО                             
4684,БАБУРИНО                              
4675,ОГАРЕВО                               
7764,РАЗЪЕЗД 160 КМ                        
9192,ПОНОМАРЕВО                            
2017,ТЕПЛОЕ                                
3023,ЧЕРНЬ                                 
6693,ОСТ. ПУНКТ 313 КМ                     
4496,ОСТ. ПУНКТ 317 КМ                     
2789,БАСТЫЕВО                              
6960,ОСТ. ПУНКТ 324 КМ                     
8082,ОСТ. ПУНКТ 327 КМ                     
6549,ОСТ. ПУНКТ 319 КМ                     
3135,МЦЕНСК                                
6143,ЖЕЛЕЗНИЦА                             
1503,ОСТ. ПУНКТ 333 КМ                     
7670,ОСТ. ПУНКТ 346 КМ                     
3101,ОТРАДА                                
9961,ОСТ. ПУНКТ 360 КМ                     
4869,ОПТУХА                                
5448,ОСТ. ПУНКТ 370 КМ                     
1836,ОСТ. ПУНКТ 372 КМ                     
3976,ОСТ. ПУНКТ 368 КМ                     
5460,ДУМЧИНО                               
1202,СТАЛЬНОЙ КОНЬ                         
5893,ПЛАТФОРМА 378 КМ                      
2441,ОРЕЛ                                  
8595,СВЕТЛАЯ ЖИЗНЬ                         
6935,СТИШЬ                                 
9105,ПИЛАТОВКА                             
8932,ОРЕЛ-СЕВЕРНЫЙ                         
6239,ОРЕЛ-Н                                
4508,ОРЕЛ-П6                               
3490,ОРЕЛ-П8                               
8688,ОРЕЛ-П10                              
1523,ОРЕЛ-Н                                
9687,КРОМСКАЯ                              
7858,ЦОН                                   
2894,САХАНСКАЯ                             
7168,СЕМИНАРСКАЯ                           
6741,МИЧУРИНСКАЯ                           
8224,КУЗМИЧЕВКА                            
2901,ДОМНИНО                               
2960,ОСТ. ПУНКТ 22 КМ                      
6474,ЗОЛОТАРЕВО                            
4660,ЧИЖКИ                                 
4699,ОСТ. ПУНКТ 5 КМ                       
8904,ОСТ. ПУНКТ 19 КМ                      
2475,СТАНОВОЙ КОЛОДЕЗЬ                     
7925,ОСТ. ПУНКТ 408 КМ                     
7867,ПЛАТФОРМА 406 КМ                      
6563,ЕРОПКИНО                              
7553,ОСТ. ПУНКТ 418 КМ                     
7995,ЗМИЕВКА                               
4259,ОСТ. ПУНКТ 429 КМ                     
9130,КУРАКИНО                              
5953,ГЛАЗУНОВКА                            
7191,ОСТ. ПУНКТ 452 КМ                     
6417,МАЛОАРХАНГЕЛЬСК                       
7905,ПОНЫРИ                                
2192,ОСТ. ПУНКТ 474 КМ                     
9879,ВОЗЫ                                  
7038,ОСТ. ПУНКТ 487 КМ                     
6408,ОСТ. ПУНКТ 491 КМ                     
7227,ЗОЛОТУХИНО                            
2484,ОСТ. ПУНКТ 503 КМ                     
3517,ОСТ. ПУНКТ 507 КМ                     
9579,ОСТ. ПУНКТ 500 КМ                     
3902,СВОБОДА                               
4824,ОСТ. ПУНКТ 517 КМ                     
8953,БУКРЕЕВКА                             
8614,ОСТ. ПУНКТ 521 КМ                     
7344,МОХОВАЯ                               
8759,БЛАГОДАТНАЯ                           
5059,ЗАЛЕГОЩЬ                              
6967,ДИШНЯ                                 
7443,ТУРОВКА                               
7542,ВЕРХОВЬЕ                              
9895,ОСТ. ПУНКТ 11 КМ                      
1958,СКАРЯТИНО                             
9775,ОСТ. ПУНКТ 23 КМ                      
4115,ПЛАТФОРМА 27 КМ                       
3228,ХОМУТОВО                              
5869,ОСТ. ПУНКТ 115 КМ                     
8823,ОСТ. ПУНКТ 118 КМ                     
1978,КРАСНАЯ ЗАРЯ                          
9592,ОСТ. ПУНКТ 137 КМ                     
4386,ШАТИЛОВО                              
3787,ОСТ. ПУНКТ 147 КМ                     
5470,ИЗМАЛКОВО                             
5077,ОСТ. ПУНКТ 157 КМ                     
5145,ЛОПАТИНО                              
4908,ОСТ. ПУНКТ 168 КМ                     
4151,КАЗАКИ                                
4061,ПИОНЕРЛАГЕРЬ                          
5839,ПАЖЕНЬ                                
2970,ОСТ. ПУНКТ 186 КМ                     
4294,ОСТ. ПУНКТ 188 КМ                     
1897,РУССКИЙ БРОД                          
1230,ОСТ. ПУНКТ 36 КМ                      
3664,ОСТ. ПУНКТ 43 КМ                      
6583,ЗДОРОВЕЦ                              
7627,ОСТ. ПУНКТ 49 КМ                      
9228,ОСТ. ПУНКТ 54 КМ                      
2118,ПЛАТФОРМА 52 КМ                       
5421,ЛИВНЫ I                               
7892,ЛИВНЫ II                              
5900,ОСТ. ПУНКТ 69 КМ                      
1700,КОРОТЫШ                               
1882,ОСТ. ПУНКТ 81 КМ                      
8620,ОСТ. ПУНКТ 84 КМ                      
1110,ОПЫТНОЕ ПОЛЕ                          
4002,СТУДЕНЫЙ                              
2351,ОСТ. ПУНКТ 100 КМ                     
8196,ДОЛГАЯ                                
1888,РОГОЗИНСКАЯ                           
6650,ОСТ. ПУНКТ 125 КМ                     
5918,РЫБНОЕ ПАРК-А                         
5125,РЫБНОЕ                                
8772,ХОДЫНИНО                              
3100,ПУТЕВОЙ ПОСТ 59 КМ                    
5788,РЯЗАНЬ-СОРТИРОВОЧНАЯ                  
1940,БЛОКПОСТ 187 КМ                       
6293,НЕДОСТОЕВО                            
3510,ГУСЕВСКАЯ                             
3619,РЫБНОЕ-ПАСС-АД                        
3093,ДЕПО                                  
2534,ПЛАТФОРМА 189 КМ                      
1986,РЫБНОЕ-П6                             
4047,РЫБНОЕ-П8                             
4479,РЫБНОЕ-М                              
8752,РЫБНОЕ-П5                             
5225,РЫБНОЕ-П7                             
2903,РЫБНОЕ-Ч                              
2745,РЫБНОЕ-ПАРК Д                         
8885,ДЯГИЛЕВО                              
8996,ЛАГЕРНЫЙ                              
6359,ПАВЛОВСКИЙ ПОСТ                       
2313,РЯЗАНЬ I                              
1251,ПЛАТФОРМА 203 КМ                      
5583,РЯЗАНЬ I-Д                            
1360,ЛЕСОК                                 
4262,ОСТ. ПУНКТ 210 КМ                     
7845,ТУРЛАТОВО                             
8567,ЗЕЛЕНОВО                              
4480,ЛИСТВЯНКА                             
3755,ОСТ. ПУНКТ 227 КМ                     
9724,ОСТ. ПУНКТ 231 КМ                     
7407,ТЫСЬЯ                                 
7937,ПАХОТИНО                              
5935,ДУДКИНО                               
1675,ГАВЕРДОВО                             
9928,ВЫШГОРОД                              
7214,ОСТАНОВОЧНЫЙ ПУНКТ 229 КМ             
1255,ДАЧНАЯ                                
1864,ОСТ. ПУНКТ 252 КМ                     
7902,ЯСАКОВО                               
8509,ПРОНЯ                                 
3726,ОСТ. ПУНКТ 270 КМ                     
7068,НОВАЯ ПУСТЫНЬ                         
4586,ПЕРКИНО                               
8873,ПЕРЕВЛЕС                              
4291,ОСТ. ПУНКТ 267 КМ                     
2645,ШЕЛУХОВО                              
3647,ЗАДУБРОВЬЕ                            
3512,ОСТ. ПУНКТ 289 КМ                     
3334,КРУТИЦЫ                               
8625,ОСТ. ПУНКТ 306 КМ                     
8047,ШИЛОВО                                
2124,БОРОК                                 
6276,ТЫРНИЦА                               
4367,ВАНЧУР                                
8833,ОСТ. ПУНКТ 322 КМ                     
3489,АЛЕКСАНДРОВКА                         
7293,УШИНСКИЙ                              
5185,НЕКРАСОВКА                            
3049,ОРЕХОВКА                              
9222,КАРЬЕРА                               
8637,ОСТ. ПУНКТ 331 КМ                     
1368,АДЕЛИНО                               
8711,ИЛЕБНИКИ                              
2316,ПОЧИНКИ                               
6751,ШЕМЯКИНО                              
6860,ЧУФИСТОВКА                            
5854,МЫШЦА                                 
8494,ШОСТЬЕ                                
8020,ЧИНУР                                 
5832,ЛОМ                                   
5331,КАСИМОВ                               
1739,НАЗАРОВКА                             
7141,ЧУЧКОВО                               
5821,ОСТ. ПУНКТ 350 КМ                     
8205,УНКОСОВО                              
2046,НИЖНЕМАЛЬЦЕВО                         
3480,ОСТ. ПУНКТ 365 КМ                     
5926,СОТНИЦЫНО                             
4418,ОСТ. ПУНКТ 376 КМ                     
9251,ОСТ. ПУНКТ 379 КМ                     
6466,САСОВО                                
8973,ПЛАТФОРМА 383 КМ                      
8066,ОСТ. ПУНКТ 384 КМ                     
2398,ПЛАТФОРМА 386 КМ                      
4387,БЕРЕСТЯНКИ                            
4380,ПЛАТФОРМА 391 КМ                      
3774,ПЛАТФОРМА 395 КМ                      
4647,ТАИРОВКА                              
5282,ОСТ. ПУНКТ 404 КМ                     
5154,КУСТАРЕВКА                            
3904,КУСТАРЕВКА САИПС                      
2147,РАЗЪЕЗД 9 КМ                          
6747,РАЗЪЕЗД 15 КМ                         
3012,ОСТ. ПУНКТ 21 КМ                      
3879,ОСТ. ПУНКТ 25 КМ                      
8221,СВЕЖЕНЬКАЯ                            
5505,ИЗВЕСТЬ                               
7087,ВЫША                                  
6569,ПОСТ 209 КМ                           
7819,РЯЗАНЬ II                             
5420,БЛОКПОСТ 204 КМ                       
1808,ПЛАТФОРМА 210 КМ                      
2376,СТЕНЬКИНО I                           
2472,ОСТ. ПУНКТ 216 КМ                     
5435,РЯЗАНЬ-ОКА-ПРИСТАНЬ                   
6961,РЯЗАНЬ-ОКА-ПРИСТАНЬ (ПЕРЕВ.)          
4745,СТЕНЬКИНО II                          
3446,ДЕНЕЖНИКОВО                           
2940,ПЛАТФОРМА 226 КМ                      
4395,ШЕВЦОВО                               
9265,СТАРОЖИЛОВО                           
7271,ОСТАНОВОЧНЫЙ ПУНКТ 249 КМ             
2342,ОСТАНОВОЧНЫЙ ПУНКТ 237 КМ             
2642,ХРУЩЕВО                               
8114,ЧЕМОДАНОВКА                           
9680,ОСТ. ПУНКТ 282 КМ                     
2553,БИРКИНО                               
6318,КОРАБЛИНО                             
6680,ПЛАТФОРМА 293 КМ                      
4654,ПОДВИСЛОВО                            
4664,ОСТ. ПУНКТ 303 КМ                     
5175,ПЛАТФОРМА 308 КМ                      
3145,РЯЖСК I                               
1296,БЛОКПОСТ 315 КМ                       
3226,РЯЖСК II                              
4130,РЯЖСК II САИПС                        
2030,БЛОКПОСТ 315 КМ (САИПС)               
5019,УЗЛОВАЯ-I-НЕЧ                         
5966,УЗЛОВАЯ I                             
8831,РУДНЕВО                               
1660,ДЕПО                                  
4312,УЗЛОВАЯ II                            
8626,БЛОКПОСТ 217 КМ                       
6866,УЗЛОВАЯ III                           
7183,ПРИЛЕСЬЕ                              
1557,ПОЛУНИНО                              
5271,ЖДАНКА                                
1141,ОСТ. ПУНКТ 255 КМ                     
5986,ТОВАРКОВО                             
9188,ОСТ. ПУНКТ 268 КМ                     
5140,МАЛЕВКА                               
9877,ОСТ. ПУНКТ 278 КМ                     
1761,ВОЛОВО САИПС                          
7447,ВОЛОВО                                
6797,ОСТ. ПУНКТ 290 КМ                     
7104,ОСТ. ПУНКТ 293 КМ                     
1900,КАРАСИ                                
9901,ОСТ. ПУНКТ 305 КМ                     
7714,КАРАСИ                                
4409,ТУРДЕЙ                                
4997,ОСТ. ПУНКТ 313 КМ                     
1087,НЕПРЯДВА                              
9069,МАЛАЯ АНДРЕЕВКА                       
7428,ОСТ. ПУНКТ 325 КМ                     
1909,БУРЕЛОМ                               
5326,ОСТ. ПУНКТ 332 КМ                     
6070,ОСТ. ПУНКТ 335 КМ                     
6976,ЕФРЕМОВ                               
9457,ЕФРЕМОВ САИПС                         
7110,ПРОМГИПСОВАЯ                          
7889,БОБРИК-ДОНСКОЙ                        
1597,ОСТ. ПУНКТ 23 КМ                      
5436,СБОРНАЯ-УГОЛЬНАЯ                      
7660,НОВОМОСКОВСКАЯ I                      
1578,УРВАНКА                               
2043,МОСКОВСКАЯ                            
4120,АЭРОЗОЛЬНЫЙ                           
7240,АНИЛИНОВАЯ                            
2683,КЛЮЧЕВКА                              
1399,НОВОМОСКОВСКАЯ II                     
2581,ГРЭС                                  
5043,ХИМКОМБИНАТ                           
8727,ЗАВОДСКОЙ ПАРК                        
7375,СЕВЕРНАЯ                              
9863,МАКЛЕЦ                                
4124,ПОСТ 210 КМ                           
5045,ПОСТ 205 КМ                           
4779,ГРИЦОВО                               
1279,ОСТ. ПУНКТ 193 КМ                     
7903,ОЛЬХОВКА                              
9209,ОСТ. ПУНКТ 180 КМ                     
4579,ВЕНЕВ                                 
6405,ОСТ. ПУНКТ 166 КМ                     
8505,ОСТ. ПУНКТ 163 КМ                     
2713,НАСТАСЬИНО                            
9506,ОСТ. ПУНКТ 156 КМ                     
8789,ПЛАТФОРМА 168 КМ                      
3239,МОРДВЕС                               
2330,ОСТ. ПУНКТ 142 КМ                     
3563,ОСТ. ПУНКТ 137 КМ                     
5820,ПЧЕЛОВОДНОЕ                           
7021,ОСТ. ПУНКТ 126 КМ                     
7457,ОСТ. ПУНКТ 123 КМ                     
6840,КИМОВСК                               
2564,ВОДБОЛЬСКОЕ                           
1389,ГРАНКИ                                
5743,ЛЬВОВО                                
8826,ОСТ. ПУНКТ 393 КМ                     
7944,ОСТ. ПУНКТ 6 КМ                       
3348,ОСТАНОВОЧНЫЙ ПУНКТ 10 КМ              
2478,ОВЧАРОВКА                             
4107,КЛЕКОТКИ                              
8328,МИЛЛИОННАЯ                            
5458,РАЗЪЕЗД 422 КМ                        
7539,ПАВЕЛЕЦ-СЫЗРАНСКИЙ                    
5984,ОСТ. ПУНКТ 431 КМ                     
3024,ЛАЗИНКА                               
4949,ВОСЛЕБОВО                             
2568,ОСТАНОВОЧНЫЙ ПУНКТ 442 КМ             
8445,СКОПИН                                
5434,БРИКЕТНАЯ                             
4224,ОСТ. ПУНКТ 464 КМ                     
4227,ЖЕЛТУХИНО                             
3108,ГОВОРОВО                              
9532,ПАВЕЛЕЦ САИПС                         
6484,ПАВЕЛЕЦ-ТУЛЬСКИЙ                      
7571,КРЕМЛЕВО                              
1712,МШАНКА                                
5256,КАТИНО                                
9008,ВОЛШУТА                               
9578,ЛУЖКОВСКАЯ                            
8623,ГОЛДИНО                               
2887,БОЯРИНЦЕВО                            
7251,МИХАЙЛОВ                              
2089,ДОНЦЫ                                 
6024,ЦЕМЕНТНАЯ                             
4787,ВИЛЕНКИ                               
1995,КОРАБЛЕВКА                            
5592,ТРЕПОЛЬЕ                              
6956,СЕРЕБРЯНЫЕ ПРУДЫ                      
4632,ДУДИНО-СЕРЕБРЯНОЕ                     
1286,ОСТ. ПУНКТ 162 КМ                     
3422,ВАЛИЩЕВО                              
7702,УЗУНОВО                               
7423,КОРОВИНО                              
4831,ОСТ. ПУНКТ 146 КМ                     
2085,ОСТ. ПУНКТ 60 КМ                      
6950,ЛАТЫГОРЫ                              
3369,ОСТ. ПУНКТ 152 КМ                     
2710,РАЗЪЕЗД 7 КМ                          
5206,РАЗЪЕЗД 12 КМ                         
2714,РАЗЪЕЗД 18 КМ                         
3496,РАЗЪЕЗД 22 КМ                         
8693,РАЗЪЕЗД 47 КМ                         
5030,МАКЕЕВО-МОСКОВСКОЕ                    
9992,ВЕРЕЙКИНО                             
2746,ЖОКОВО                                
5079,ЛОШАТОВКА                             
9257,КЛЕМОВО                               
3732,РАЗЪЕЗД 24 КМ                         
4394,РАЗЪЕЗД 28 КМ                         
3628,РАЗЪЕЗД 35 КМ                         
8841,ОСТ. ПУНКТ 53 КМ                      
1134,ОСТ ПУНКТ 56 КМ                       
3846,БОГАТИЩЕВО                            
4742,ТОПКАНОВО                             
2558,ОСТ. ПУНКТ 137 КМ                     
1219,ПУРЛОВО                               
5177,ОСТ. ПУНКТ 131 КМ                     
6184,БЛОКПОСТ 123 КМ                       
4390,ОЖЕРЕЛЬЕ                              
9235,ОСТ. ПУНКТ 121 КМ                     
2934,ОРЕХОВО-ЗУЕВО                         
2756,КРУТОЕ                                
8877,ВОИНОВО                               
1387,ОРЕХОВО-ЗУЕВО-ПАРК А                  
7864,ПУТ. ПОСТ 97 КМ                       
6182,ОРЕХОВО-ЗУЕВО-ПАРК В                  
9495,ОРЕХОВО-ЗУЕВО-ПАРК Т                  
8443,ОРЕХОВО-ЗУЕВО-ПАРК Д                  
5268,ОРЕХОВО-ЗУЕВО-ПАРК У                  
9374,ОРЕХОВО-1                             
2509,РЕУТОВО                               
3118,НИКОЛЬСКОЕ                            
4819,САЛТЫКОВСКАЯ                          
1953,КУЧИНО                                
1297,ОРЕХОВО-ЗУЕВО-П                       
6094,ОРЕХОВО-ЗУЕВО-Ч                       
6985,ОРЕХОВО-ЗУЕВО-ЧВ                      
7393,СТРОЙКА                               
2336,ГОРЕНКИ                               
8949,БАЛАШИХА                              
4198,ЖЕЛЕЗНОДОРОЖНАЯ                       
4171,ЧЕРНОЕ                                
9518,ЗАРЯ                                  
6312,КУПАВНА                               
7802,ОСТ. ПУНКТ 33 КМ                      
7097,ЭЛЕКТРОУГЛИ                           
7242,ПЛАТФОРМА 43 КМ                       
9259,ХРАПУНОВО                             
6134,ЕСИНО                                 
4276,ФРЯЗЕВО                               
4407,КАЗАНСКОЕ                             
1372,ВОХНА                                 
1055,МЕТАЛЛУРГ                             
3577,ЭЛЕКТРОСТАЛЬ                          
7310,МАШИНОСТРОИТЕЛЬ                       
9995,НОГИНСК-ЧЕТ                           
9585,НОГИНСК                               
7378,ЗАХАРОВО                              
3700,ПАВЛОВСКИЙ ПОСАД                      
2988,НАЗАРЬЕВО                             
1073,ЛЕНСКАЯ                               
4887,КОВРИГИНО                             
2425,ОСТ. ПУНКТ 14 КМ                      
6744,ЭЛЕКТРОГОРСК                          
3914,КАБАНОВО                              
1040,ОСТ. ПУНКТ 87 КМ                      
7549,ДРЕЗНА                                
9310,УСАД                                  
5335,ГЛУБОКОВО                             
8432,ПОКРОВ                                
8280,ПЛАТФОРМА 113 КМ                      
3278,ОМУТИЩЕ                               
1744,ЛЕОНОВО                               
3897,ДУЛЕВО                                
9302,РУНОВО                                
2136,ДУЛЕВО-НЕЧ                            
3227,ПЛАТФОРМА 122 КМ                      
6261,ЦЕНТРАЛЬНЫЙ БП                        
2029,ДЕПО                                  
5068,СЕВЕРНЫЙ                              
1388,ДУЛЕВО-П                              
5717,ДАВЫДОВО                              
8583,ДАВЫДОВО-НЕЧ                          
6709,КУРОВСКАЯ                             
4651,ОСТ. ПУНКТ 95 КМ                      
6913,НЕРСКАЯ                               
2315,ОСТ. ПУНКТ 90 КМ                      
8865,АВСЮНИНО                              
8442,ЗАПОЛИЦЫ                              
2055,ЗАПУТНАЯ                              
6057,ШАТУРТОРФ                             
2592,ШАТУРА                                
8898,БОТИНО                                
4347,КРИВАНДИНО                            
2016,ТУГОЛЕСЬЕ                             
3282,ВОЙМЕЖНЫЙ                             
8696,ПОЖОГА                                
8048,ОСТ. ПУНКТ 29 КМ                      
5231,ОСАНОВО                               
5336,ОСТАНОВОЧНЫЙ ПУНКТ 15 КМ              
6117,БАРМИНО                               
2869,САЗОНОВО                              
3803,ОСТ. ПУНКТ 47 КМ                      
7934,РЯЗАНОВКА                             
6379,СОРОКОВОЙ БОР                         
7509,ПИЛЕВО                                
6506,ВОЙМЕЖНЫЙ                             
7609,ЧЕРУСТИ                               
2409,ЧЕРУСТИ САИПС                         
5518,ПЛАТФОРМА 32 КМ                       
7813,ЕГОРЬЕВСК II                          
8127,РУДНИКОВСКАЯ                          
5651,БЕРЕНДИНО                             
9344,ЛОПАТИНО                              
4039,ИЛЬИНСКИЙ ПОГОСТ                      
6850,ЕГОРЬЕВСК I                           
3122,ХОРЛОВО                               
7516,ПОСТ 13 КМ                            
4634,ВОСКРЕСЕНСК                           
8177,ШИФЕРНАЯ                              
5727,МОСКВОРЕЦКАЯ                          
2734,ЦЕМГИГАНТ                             
5509,БЛОКПОСТ 61 КМ                        
7153,ПЕСКИ                                 
4478,КОНЕВ БОР                             
1252,ХОРОШЕВО                              
4012,ПЛАТФОРМА 113 КМ                      
4556,КОЛОМНА                               
8131,ГОЛУТВИН                              
7760,БАЧМАНОВО                             
5826,РАЗЪЕЗД 6 КМ                          
1710,СЫЧЕВО                                
9833,ЛЫСЦОВСКАЯ                            
9788,СЕМЕНОВСКИЙ                           
9882,ПЛАТФОРМА 18 КМ                       
6539,КАРАСЕВО                              
2357,КУДРЯВЦЕВО                            
8068,ДАНИЛОВСКАЯ                           
6734,ОСТ. ПУНКТ 30 КМ                      
6511,ОСТ. ПУНКТ 38 КМ                      
3341,ОЗЕРЫ                                 
7587,ЩУРОВО                                
4956,ПЕРОЧИ                                
2186,ЧЕРНАЯ                                
7722,ПЛАТФОРМА 132 КМ                      
9836,ЛУХОВИЦЫ                              
1585,ПЛАТФОРМА 142 КМ                      
9468,ПОДЛИПКИ                              
4235,ПЛАТФОРМА 8 КМ                        
8417,САРЫБЬЕВО                             
9742,МЕЛЬГУНОВО                            
9007,ПРУДКИ                                
2343,ЗАРАЙСК                               
4900,ФРУКТОВАЯ                             
8988,АЛПАТЬЕВО                             
5598,СЛЕМЫ                                 
5368,ИСТОДНИКИ                             
2595,ДИВОВО                                
2081,ПЛАТФОРМА 179 КМ                      
9778,МЫТИЩИ                                
1347,СТРОИТЕЛЬ                             
9675,ЧЕЛЮСКИНСКАЯ                          
1260,ТАРАСОВСКАЯ                           
5528,КЛЯЗЬМА                               
1437,МАМОНТОВСКАЯ                          
4090,ДИНАМО                                
2802,ПОБЕДА                                
9641,ПИРОГОВО                              
9329,ПОДЛИПКИ-ДАЧНЫЕ                       
1128,БОЛШЕВО                               
3571,ВАЛЕНТИНОВКА                          
9553,ЗАГОРЯНСКАЯ                           
7383,ФАБРИКА 1 МАЯ                         
5469,ЗЕЛЕНЫЙ БОР                           
3141,ИВАНТЕЕВКА II                         
5555,ИВАНТЕЕВКА                            
2944,ДЕТСКАЯ                               
8500,ФРЯЗИНО                               
7258,ФРЯЗИНО-ПАССАЖИРСКАЯ                  
9962,СОКОЛОВСКАЯ                           
4021,ВОРОНОК                               
6722,ЩЕЛКОВО                               
4544,ГАГАРИНСКАЯ                           
9937,ЧКАЛОВСКАЯ                            
6907,БАХЧИВАНДЖИ                           
8981,ЦИОЛКОВСКАЯ                           
1021,ОСЕЕВСКАЯ                             
4830,МОНИНО                                
9953,КАШИНО                                
2888,КОЛОНТАЕВО                            
7495,ОСТ. ПУНКТ 64 КМ                      
1370,ПУШКИНО                               
2367,ЗАВЕТЫ ИЛЬИЧА                         
8151,ПРАВДА                                
7784,ЗЕЛЕНОГРАДСКАЯ                        
3880,ОСТ. ПУНКТ 43 КМ                      
7974,СОФРИНО-НЕЧ                           
3444,СОФРИНО                               
9357,АШУКИНСКАЯ                            
2590,КАЛИСТОВО                             
3565,РАДОНЕЖ                               
6889,АБРАМЦЕВО                             
2829,КРАСНОАРМЕЙСК                         
6731,СОФРИНО II                            
7963,РАХМАНОВО                             
8238,ФЕДОРОВСКОЕ                           
9300,ПУТИЛОВО                              
1858,ХОТЬКОВО                              
7968,СЕМХОЗ                                
4690,СЕРГИЕВ ПОСАД                         
7852,ОСТ. ПУНКТ 76 КМ                      
1349,ПОСТ 81 КМ                            
3472,ОСТ. ПУНКТ 83 КМ                      
5095,КОСТИНО                               
6038,ОСТ. ПУНКТ 61 КМ                      
4694,ЖЕЛТИКОВО                             
4539,ОСТ. ПУНКТ 47 КМ                      
3207,БУБЯКОВО                              
9031,ОСТ. ПУНКТ 39 КМ                      
4588,НАУГОЛЬНЫЙ                            
6670,БУЖАНИНОВО                            
4185,ОСТ. ПУНКТ 90 КМ                      
7259,АРСАКИ                                
5193,СТРУНИНО                              
6580,БЛОКПОСТ 108КМ                        
6342,АЛЕКСАНДРОВ                           
3127,АЛЕКСАНДРОВ II                        
3675,АЛЕКСАНДРОВ САИПС                     
9551,КАРАБАНОВО                            
1665,ОСТ. ПУНКТ 126 КМ                     
4935,КАРАБАНОВО                            
6633,БЕЛЬКОВО                              
2032,ОСТ. ПУНКТ 138 КМ                     
7862,БЕЛЬКОВО САИПС                        
7285,КИРЖАЧ                                
7413,ИЛЕЙКИНО                              
4739,ОСТ. ПУНКТ 157 КМ                     
6509,ОСТ. ПУНКТ 168 КМ                     
7758,ВЕТЧИ                                 
3896,ОСТ. ПУНКТ 178 КМ                     
7592,ОСТ. ПУНКТ 173 КМ                     
9547,САНИНО                                
4005,ПОТОЧИНО                              
6990,ПЛАТФОРМА 185 КМ                      
5615,ПОТОЧИНО-М                            
9283,МАРК                                  
9221,НОВОДАЧНАЯ                            
1075,ДОЛГОПРУДНАЯ                          
3436,ВОДНИКИ                               
3139,ХЛЕБНИКОВО                            
